datestop,False,True, ,Count,Success_Rate
2006-06-01,1373.0,73.0,,1446.0,0.0504840940526
2006-06-02,1367.0,56.0,,1423.0,0.0393534785664
2006-06-03,1228.0,46.0,,1274.0,0.0361067503925
2006-06-04,1117.0,38.0,,1155.0,0.0329004329004
2006-06-05,1241.0,71.0,,1312.0,0.0541158536585
2006-06-06,1871.0,88.0,,1959.0,0.044920877999
2006-06-07,1558.0,72.0,,1630.0,0.0441717791411
2006-06-08,1602.0,70.0,,1672.0,0.0418660287081
2006-06-09,1523.0,67.0,,1590.0,0.0421383647799
2006-06-10,1353.0,63.0,,1416.0,0.0444915254237
2006-06-11,1138.0,35.0,,1173.0,0.0298380221654
2006-06-12,1211.0,67.0,,1278.0,0.0524256651017
2006-06-13,1625.0,92.0,,1717.0,0.0535818287711
2006-06-14,1752.0,89.0,,1841.0,0.0483432916893
2006-06-15,1625.0,87.0,,1712.0,0.0508177570093
2006-06-16,1466.0,63.0,,1529.0,0.0412034009156
2006-06-17,1272.0,46.0,,1318.0,0.0349013657056
2006-06-18,948.0,19.0,,967.0,0.0196483971044
2006-06-19,1090.0,45.0,,1135.0,0.0396475770925
2006-06-20,1420.0,65.0,,1485.0,0.043771043771
2006-06-21,1504.0,94.0,,1598.0,0.0588235294118
2006-06-22,1543.0,77.0,,1620.0,0.0475308641975
2006-06-23,1433.0,65.0,,1498.0,0.043391188251
2006-06-24,1110.0,39.0,,1149.0,0.0339425587467
2006-06-25,1037.0,38.0,,1075.0,0.0353488372093
2006-06-26,912.0,44.0,,956.0,0.0460251046025
2006-06-27,1450.0,46.0,,1496.0,0.0307486631016
2006-06-28,1258.0,67.0,,1325.0,0.0505660377358
2006-06-29,1257.0,55.0,,1312.0,0.0419207317073
2006-06-30,1147.0,42.0,,1189.0,0.0353238015139
2006-07-01,1010.0,58.0,,1068.0,0.0543071161049
2006-07-02,801.0,43.0,,844.0,0.0509478672986
2006-07-03,839.0,32.0,,871.0,0.036739380023
2006-07-04,935.0,46.0,,981.0,0.0468909276249
2006-07-05,1207.0,50.0,,1257.0,0.0397772474145
2006-07-06,1398.0,71.0,,1469.0,0.0483321987747
2006-07-07,1419.0,60.0,,1479.0,0.0405679513185
2006-07-08,1097.0,52.0,,1149.0,0.0452567449956
2006-07-09,925.0,34.0,,959.0,0.0354535974974
2006-07-10,1091.0,42.0,,1133.0,0.0370697263901
2006-07-11,1350.0,71.0,,1421.0,0.0499648135116
2006-07-12,1378.0,64.0,,1442.0,0.0443828016644
2006-07-13,1460.0,80.0,,1540.0,0.0519480519481
2006-07-14,1469.0,64.0,,1533.0,0.0417482061318
2006-07-15,1196.0,37.0,,1233.0,0.0300081103001
2006-07-16,936.0,33.0,,969.0,0.0340557275542
2006-07-17,874.0,50.0,,924.0,0.0541125541126
2006-07-18,1178.0,55.0,,1233.0,0.0446066504461
2006-07-19,1455.0,78.0,,1533.0,0.0508806262231
2006-07-20,1459.0,73.0,,1532.0,0.0476501305483
2006-07-21,1355.0,56.0,,1411.0,0.0396881644224
2006-07-22,1131.0,49.0,,1180.0,0.0415254237288
2006-07-23,971.0,28.0,,999.0,0.028028028028
2006-07-24,1076.0,44.0,,1120.0,0.0392857142857
2006-07-25,1449.0,72.0,,1521.0,0.0473372781065
2006-07-26,1489.0,48.0,,1537.0,0.0312296681848
2006-07-27,1575.0,51.0,,1626.0,0.0313653136531
2006-07-28,1287.0,67.0,,1354.0,0.0494830132939
2006-07-29,1055.0,44.0,,1099.0,0.0400363967243
2006-07-30,1071.0,37.0,,1108.0,0.0333935018051
2006-07-31,950.0,51.0,,1001.0,0.0509490509491
2006-08-01,1269.0,75.0,,1344.0,0.0558035714286
2006-08-02,1325.0,69.0,,1394.0,0.0494978479197
2006-08-03,1399.0,88.0,,1487.0,0.0591795561533
2006-08-04,1385.0,80.0,,1465.0,0.0546075085324
2006-08-05,1242.0,77.0,,1319.0,0.0583775587566
2006-08-06,1187.0,53.0,,1240.0,0.0427419354839
2006-08-07,1131.0,39.0,,1170.0,0.0333333333333
2006-08-08,1634.0,68.0,,1702.0,0.0399529964747
2006-08-09,1637.0,100.0,,1737.0,0.0575705238918
2006-08-10,1488.0,67.0,,1555.0,0.0430868167203
2006-08-11,1545.0,59.0,,1604.0,0.036783042394
2006-08-12,1361.0,70.0,,1431.0,0.0489168413697
2006-08-13,1172.0,45.0,,1217.0,0.0369761709121
2006-08-14,1092.0,42.0,,1134.0,0.037037037037
2006-08-15,1514.0,84.0,,1598.0,0.0525657071339
2006-08-16,1589.0,79.0,,1668.0,0.0473621103118
2006-08-17,1553.0,64.0,,1617.0,0.0395794681509
2006-08-18,1561.0,64.0,,1625.0,0.0393846153846
2006-08-19,1250.0,42.0,,1292.0,0.0325077399381
2006-08-20,1086.0,46.0,,1132.0,0.0406360424028
2006-08-21,1136.0,47.0,,1183.0,0.039729501268
2006-08-22,1452.0,83.0,,1535.0,0.0540716612378
2006-08-23,1638.0,92.0,,1730.0,0.0531791907514
2006-08-24,1343.0,79.0,,1422.0,0.0555555555556
2006-08-25,1262.0,58.0,,1320.0,0.0439393939394
2006-08-26,1174.0,56.0,,1230.0,0.0455284552846
2006-08-27,1033.0,41.0,,1074.0,0.0381750465549
2006-08-28,1021.0,45.0,,1066.0,0.0422138836773
2006-08-29,1362.0,78.0,,1440.0,0.0541666666667
2006-08-30,1381.0,70.0,,1451.0,0.0482425913163
2006-08-31,1407.0,54.0,,1461.0,0.0369609856263
2006-09-01,1258.0,68.0,,1326.0,0.0512820512821
2006-09-02,995.0,45.0,,1040.0,0.0432692307692
2006-09-03,978.0,29.0,,1007.0,0.0287984111221
2006-09-04,816.0,47.0,,863.0,0.0544611819235
2006-09-05,1230.0,70.0,,1300.0,0.0538461538462
2006-09-06,1615.0,87.0,,1702.0,0.051116333725
2006-09-07,1539.0,60.0,,1599.0,0.0375234521576
2006-09-08,1484.0,66.0,,1550.0,0.0425806451613
2006-09-09,1362.0,50.0,,1412.0,0.0354107648725
2006-09-10,987.0,39.0,,1026.0,0.0380116959064
2006-09-11,995.0,53.0,,1048.0,0.050572519084
2006-09-12,1101.0,54.0,,1155.0,0.0467532467532
2006-09-13,1599.0,81.0,,1680.0,0.0482142857143
2006-09-14,1580.0,63.0,,1643.0,0.0383444917833
2006-09-15,1459.0,53.0,,1512.0,0.0350529100529
2006-09-16,1439.0,64.0,,1503.0,0.0425815036593
2006-09-17,952.0,51.0,,1003.0,0.0508474576271
2006-09-18,1083.0,49.0,,1132.0,0.0432862190813
2006-09-19,1337.0,64.0,,1401.0,0.04568165596
2006-09-20,1514.0,75.0,,1589.0,0.0471994965387
2006-09-21,1559.0,91.0,,1650.0,0.0551515151515
2006-09-22,1420.0,73.0,,1493.0,0.0488948425988
2006-09-23,1354.0,67.0,,1421.0,0.0471498944405
2006-09-24,1263.0,45.0,,1308.0,0.0344036697248
2006-09-25,1236.0,45.0,,1281.0,0.0351288056206
2006-09-26,1503.0,98.0,,1601.0,0.0612117426608
2006-09-27,1486.0,81.0,,1567.0,0.0516911295469
2006-09-28,1651.0,67.0,,1718.0,0.0389988358556
2006-09-29,1403.0,59.0,,1462.0,0.0403556771546
2006-09-30,1556.0,50.0,,1606.0,0.0311332503113
2006-10-01,953.0,46.0,,999.0,0.046046046046
2006-10-02,1137.0,46.0,,1183.0,0.0388841927303
2006-10-03,1423.0,77.0,,1500.0,0.0513333333333
2006-10-04,1390.0,72.0,,1462.0,0.0492476060192
2006-10-05,1253.0,72.0,,1325.0,0.0543396226415
2006-10-06,1745.0,70.0,,1815.0,0.0385674931129
2006-10-07,1329.0,52.0,,1381.0,0.0376538740043
2006-10-08,1132.0,43.0,,1175.0,0.0365957446809
2006-10-09,1182.0,49.0,,1231.0,0.0398050365556
2006-10-10,1500.0,90.0,,1590.0,0.0566037735849
2006-10-11,1218.0,59.0,,1277.0,0.0462020360219
2006-10-12,1439.0,67.0,,1506.0,0.0444887118194
2006-10-13,1567.0,66.0,,1633.0,0.0404164115126
2006-10-14,1420.0,68.0,,1488.0,0.0456989247312
2006-10-15,998.0,37.0,,1035.0,0.0357487922705
2006-10-16,1271.0,57.0,,1328.0,0.042921686747
2006-10-17,1242.0,72.0,,1314.0,0.0547945205479
2006-10-18,1454.0,72.0,,1526.0,0.0471821756225
2006-10-19,1492.0,82.0,,1574.0,0.0520965692503
2006-10-20,1568.0,60.0,,1628.0,0.036855036855
2006-10-21,1394.0,51.0,,1445.0,0.0352941176471
2006-10-22,1198.0,36.0,,1234.0,0.0291734197731
2006-10-23,1046.0,35.0,,1081.0,0.0323774283071
2006-10-24,1373.0,61.0,,1434.0,0.0425383542538
2006-10-25,1678.0,76.0,,1754.0,0.0433295324971
2006-10-26,1544.0,85.0,,1629.0,0.0521792510743
2006-10-27,1389.0,65.0,,1454.0,0.044704264099
2006-10-28,1212.0,40.0,,1252.0,0.0319488817891
2006-10-29,1040.0,43.0,,1083.0,0.0397045244691
2006-10-30,983.0,33.0,,1016.0,0.0324803149606
2006-10-31,1790.0,75.0,,1865.0,0.0402144772118
2006-11-01,1275.0,72.0,,1347.0,0.0534521158129
2006-11-02,1307.0,60.0,,1367.0,0.0438917337235
2006-11-03,1327.0,68.0,,1395.0,0.0487455197133
2006-11-04,1348.0,57.0,,1405.0,0.0405693950178
2006-11-05,1124.0,37.0,,1161.0,0.0318690783807
2006-11-06,1099.0,34.0,,1133.0,0.0300088261253
2006-11-07,1220.0,49.0,,1269.0,0.0386130811663
2006-11-08,1145.0,51.0,,1196.0,0.0426421404682
2006-11-09,1671.0,58.0,,1729.0,0.0335454019665
2006-11-10,1562.0,66.0,,1628.0,0.0405405405405
2006-11-11,1389.0,69.0,,1458.0,0.0473251028807
2006-11-12,1011.0,36.0,,1047.0,0.0343839541547
2006-11-13,892.0,44.0,,936.0,0.0470085470085
2006-11-14,1380.0,70.0,,1450.0,0.048275862069
2006-11-15,1463.0,68.0,,1531.0,0.0444154147616
2006-11-16,1264.0,55.0,,1319.0,0.0416982562547
2006-11-17,1376.0,60.0,,1436.0,0.041782729805
2006-11-18,1569.0,54.0,,1623.0,0.0332717190388
2006-11-19,1231.0,46.0,,1277.0,0.03602192639
2006-11-20,1000.0,41.0,,1041.0,0.0393852065322
2006-11-21,1309.0,56.0,,1365.0,0.0410256410256
2006-11-22,1139.0,44.0,,1183.0,0.0371935756551
2006-11-23,535.0,16.0,,551.0,0.0290381125227
2006-11-24,1222.0,44.0,,1266.0,0.0347551342812
2006-11-25,1456.0,51.0,,1507.0,0.0338420703384
2006-11-26,1109.0,44.0,,1153.0,0.0381613183001
2006-11-27,1042.0,46.0,,1088.0,0.0422794117647
2006-11-28,1257.0,62.0,,1319.0,0.0470053070508
2006-11-29,1215.0,57.0,,1272.0,0.0448113207547
2006-11-30,1285.0,50.0,,1335.0,0.0374531835206
2006-12-01,1169.0,51.0,,1220.0,0.0418032786885
2006-12-02,1200.0,46.0,,1246.0,0.0369181380417
2006-12-03,1057.0,27.0,,1084.0,0.0249077490775
2006-12-04,895.0,53.0,,948.0,0.0559071729958
2006-12-05,1110.0,58.0,,1168.0,0.0496575342466
2006-12-06,1355.0,54.0,,1409.0,0.0383250532292
2006-12-07,1362.0,84.0,,1446.0,0.0580912863071
2006-12-08,1187.0,72.0,,1259.0,0.0571882446386
2006-12-09,1373.0,44.0,,1417.0,0.03105151729
2006-12-10,1197.0,41.0,,1238.0,0.0331179321486
2006-12-11,942.0,48.0,,990.0,0.0484848484848
2006-12-12,1330.0,71.0,,1401.0,0.0506780870807
2006-12-13,1121.0,59.0,,1180.0,0.05
2006-12-14,1242.0,46.0,,1288.0,0.0357142857143
2006-12-15,1236.0,54.0,,1290.0,0.0418604651163
2006-12-16,1227.0,47.0,,1274.0,0.0368916797488
2006-12-17,961.0,35.0,,996.0,0.035140562249
2006-12-18,974.0,37.0,,1011.0,0.0365974282888
2006-12-19,1094.0,59.0,,1153.0,0.0511708586297
2006-12-20,1122.0,49.0,,1171.0,0.0418445772844
2006-12-21,998.0,61.0,,1059.0,0.0576015108593
2006-12-22,958.0,49.0,,1007.0,0.0486593843098
2006-12-23,1019.0,39.0,,1058.0,0.0368620037807
2006-12-24,595.0,18.0,,613.0,0.0293637846656
2006-12-25,231.0,8.0,,239.0,0.0334728033473
2006-12-26,979.0,44.0,,1023.0,0.0430107526882
2006-12-27,1224.0,45.0,,1269.0,0.0354609929078
2006-12-28,1292.0,72.0,,1364.0,0.0527859237537
2006-12-29,1289.0,51.0,,1340.0,0.0380597014925
2006-12-30,1078.0,39.0,,1117.0,0.034914950761
2006-12-31,762.0,19.0,,781.0,0.0243277848912
1900-12-31,15.0,1.0,,16.0,0.0625
2007-01-01,790.0,39.0,,829.0,0.0470446320869
2007-01-02,1369.0,67.0,,1436.0,0.0466573816156
2007-01-03,1523.0,81.0,,1604.0,0.0504987531172
2007-01-04,1823.0,106.0,,1929.0,0.0549507516848
2007-01-05,1858.0,107.0,,1965.0,0.0544529262087
2007-01-06,1791.0,68.0,,1859.0,0.0365788058096
2007-01-07,1365.0,49.0,,1414.0,0.0346534653465
2007-01-08,1068.0,61.0,,1129.0,0.0540301151461
2007-01-09,1449.0,63.0,,1512.0,0.0416666666667
2007-01-10,1539.0,85.0,,1624.0,0.0523399014778
2007-01-11,1896.0,103.0,,1999.0,0.0515257628814
2007-01-12,2068.0,76.0,,2144.0,0.035447761194
2007-01-13,1873.0,58.0,,1931.0,0.0300362506473
2007-01-14,1436.0,58.0,,1494.0,0.0388219544846
2007-01-15,1337.0,40.0,,1377.0,0.0290486564996
2007-01-16,1549.0,92.0,,1641.0,0.0560633759902
2007-01-17,1427.0,70.0,,1497.0,0.0467601870407
2007-01-18,1754.0,106.0,,1860.0,0.0569892473118
2007-01-19,2065.0,89.0,,2154.0,0.0413184772516
2007-01-20,1669.0,84.0,,1753.0,0.0479178551055
2007-01-21,1307.0,55.0,,1362.0,0.0403817914831
2007-01-22,1330.0,47.0,,1377.0,0.0341321713871
2007-01-23,1784.0,96.0,,1880.0,0.0510638297872
2007-01-24,1795.0,82.0,,1877.0,0.0436867341502
2007-01-25,1726.0,88.0,,1814.0,0.0485115766262
2007-01-26,1602.0,90.0,,1692.0,0.0531914893617
2007-01-27,1962.0,77.0,,2039.0,0.0377636096126
2007-01-28,1388.0,52.0,,1440.0,0.0361111111111
2007-01-29,1014.0,60.0,,1074.0,0.0558659217877
2007-01-30,1419.0,78.0,,1497.0,0.0521042084168
2007-01-31,1301.0,54.0,,1355.0,0.039852398524
2007-02-01,1749.0,96.0,,1845.0,0.0520325203252
2007-02-02,1655.0,98.0,,1753.0,0.0559041642898
2007-02-03,1439.0,58.0,,1497.0,0.0387441549766
2007-02-04,1152.0,30.0,,1182.0,0.0253807106599
2007-02-05,795.0,45.0,,840.0,0.0535714285714
2007-02-06,1208.0,79.0,,1287.0,0.0613830613831
2007-02-07,1515.0,77.0,,1592.0,0.0483668341709
2007-02-08,1617.0,94.0,,1711.0,0.0549386323787
2007-02-09,1758.0,91.0,,1849.0,0.0492157923202
2007-02-10,1742.0,98.0,,1840.0,0.0532608695652
2007-02-11,1351.0,66.0,,1417.0,0.0465772759351
2007-02-12,1175.0,58.0,,1233.0,0.0470397404704
2007-02-13,1382.0,82.0,,1464.0,0.0560109289617
2007-02-14,832.0,43.0,,875.0,0.0491428571429
2007-02-15,1407.0,59.0,,1466.0,0.0402455661664
2007-02-16,1706.0,96.0,,1802.0,0.0532741398446
2007-02-17,1531.0,86.0,,1617.0,0.0531849103278
2007-02-18,1142.0,57.0,,1199.0,0.047539616347
2007-02-19,1124.0,65.0,,1189.0,0.0546677880572
2007-02-20,1513.0,90.0,,1603.0,0.0561447286338
2007-02-21,1520.0,102.0,,1622.0,0.0628853267571
2007-02-22,1745.0,86.0,,1831.0,0.0469688694702
2007-02-23,1534.0,82.0,,1616.0,0.0507425742574
2007-02-24,1626.0,88.0,,1714.0,0.0513418903151
2007-02-25,1136.0,42.0,,1178.0,0.0356536502547
2007-02-26,828.0,64.0,,892.0,0.0717488789238
2007-02-27,1528.0,99.0,,1627.0,0.060848186847
2007-02-28,1545.0,89.0,,1634.0,0.0544675642595
2007-03-01,1666.0,111.0,,1777.0,0.0624648283624
2007-03-02,1502.0,118.0,,1620.0,0.0728395061728
2007-03-03,1622.0,89.0,,1711.0,0.052016364699
2007-03-04,1272.0,60.0,,1332.0,0.045045045045
2007-03-05,849.0,57.0,,906.0,0.0629139072848
2007-03-06,1027.0,91.0,,1118.0,0.0813953488372
2007-03-07,1245.0,95.0,,1340.0,0.0708955223881
2007-03-08,1512.0,104.0,,1616.0,0.0643564356436
2007-03-09,1657.0,111.0,,1768.0,0.0627828054299
2007-03-10,1680.0,102.0,,1782.0,0.0572390572391
2007-03-11,1160.0,61.0,,1221.0,0.049959049959
2007-03-12,986.0,68.0,,1054.0,0.0645161290323
2007-03-13,1359.0,110.0,,1469.0,0.074880871341
2007-03-14,1443.0,93.0,,1536.0,0.060546875
2007-03-15,1307.0,78.0,,1385.0,0.0563176895307
2007-03-16,849.0,52.0,,901.0,0.0577136514983
2007-03-17,1028.0,55.0,,1083.0,0.050784856879
2007-03-18,930.0,42.0,,972.0,0.0432098765432
2007-03-19,854.0,53.0,,907.0,0.058434399118
2007-03-20,1207.0,75.0,,1282.0,0.0585023400936
2007-03-21,1235.0,109.0,,1344.0,0.0811011904762
2007-03-22,1477.0,83.0,,1560.0,0.0532051282051
2007-03-23,1793.0,93.0,,1886.0,0.0493107104984
2007-03-24,1512.0,76.0,,1588.0,0.0478589420655
2007-03-25,1111.0,47.0,,1158.0,0.0405872193437
2007-03-26,953.0,75.0,,1028.0,0.0729571984436
2007-03-27,1224.0,84.0,,1308.0,0.0642201834862
2007-03-28,1312.0,91.0,,1403.0,0.0648610121169
2007-03-29,1471.0,104.0,,1575.0,0.0660317460317
2007-03-30,1662.0,81.0,,1743.0,0.0464716006885
2007-03-31,1681.0,73.0,,1754.0,0.0416191562144
2007-04-01,1053.0,44.0,,1097.0,0.0401093892434
2007-04-02,832.0,46.0,,878.0,0.0523917995444
2007-04-03,1153.0,110.0,,1263.0,0.0870942201108
2007-04-04,1044.0,106.0,,1150.0,0.0921739130435
2007-04-05,1345.0,100.0,,1445.0,0.0692041522491
2007-04-06,1707.0,124.0,,1831.0,0.0677225559803
2007-04-07,1700.0,79.0,,1779.0,0.044406970208
2007-04-08,944.0,44.0,,988.0,0.0445344129555
2007-04-09,838.0,77.0,,915.0,0.0841530054645
2007-04-10,1283.0,95.0,,1378.0,0.0689404934688
2007-04-11,1163.0,124.0,,1287.0,0.0963480963481
2007-04-12,1315.0,93.0,,1408.0,0.0660511363636
2007-04-13,1652.0,115.0,,1767.0,0.0650820599887
2007-04-14,1574.0,109.0,,1683.0,0.0647653000594
2007-04-15,842.0,39.0,,881.0,0.044267877412
2007-04-16,833.0,58.0,,891.0,0.0650953984287
2007-04-17,1224.0,108.0,,1332.0,0.0810810810811
2007-04-18,1415.0,105.0,,1520.0,0.0690789473684
2007-04-19,1489.0,111.0,,1600.0,0.069375
2007-04-20,1607.0,96.0,,1703.0,0.0563711098062
2007-04-21,1320.0,76.0,,1396.0,0.054441260745
2007-04-22,1021.0,49.0,,1070.0,0.0457943925234
2007-04-23,951.0,63.0,,1014.0,0.0621301775148
2007-04-24,1196.0,87.0,,1283.0,0.0678098207327
2007-04-25,1210.0,109.0,,1319.0,0.0826383623958
2007-04-26,1504.0,110.0,,1614.0,0.0681536555143
2007-04-27,1599.0,103.0,,1702.0,0.0605170387779
2007-04-28,1467.0,75.0,,1542.0,0.0486381322957
2007-04-29,1270.0,50.0,,1320.0,0.0378787878788
2007-04-30,1082.0,88.0,,1170.0,0.0752136752137
2007-05-01,1092.0,93.0,,1185.0,0.0784810126582
2007-05-02,1199.0,103.0,,1302.0,0.07910906298
2007-05-03,1428.0,83.0,,1511.0,0.0549305095963
2007-05-04,1433.0,91.0,,1524.0,0.0597112860892
2007-05-05,1267.0,45.0,,1312.0,0.0342987804878
2007-05-06,1022.0,61.0,,1083.0,0.056325023084
2007-05-07,940.0,54.0,,994.0,0.0543259557344
2007-05-08,1277.0,82.0,,1359.0,0.0603384841795
2007-05-09,1365.0,92.0,,1457.0,0.0631434454358
2007-05-10,1410.0,84.0,,1494.0,0.0562248995984
2007-05-11,1512.0,94.0,,1606.0,0.0585305105853
2007-05-12,1426.0,55.0,,1481.0,0.0371370695476
2007-05-13,968.0,58.0,,1026.0,0.056530214425
2007-05-14,924.0,66.0,,990.0,0.0666666666667
2007-05-15,1097.0,93.0,,1190.0,0.0781512605042
2007-05-16,1195.0,92.0,,1287.0,0.0714840714841
2007-05-17,1503.0,103.0,,1606.0,0.0641344956413
2007-05-18,1482.0,87.0,,1569.0,0.0554493307839
2007-05-19,1315.0,93.0,,1408.0,0.0660511363636
2007-05-20,1131.0,51.0,,1182.0,0.0431472081218
2007-05-21,891.0,58.0,,949.0,0.0611169652266
2007-05-22,1120.0,81.0,,1201.0,0.067443796836
2007-05-23,1167.0,78.0,,1245.0,0.0626506024096
2007-05-24,1257.0,98.0,,1355.0,0.0723247232472
2007-05-25,1368.0,78.0,,1446.0,0.0539419087137
2007-05-26,1233.0,64.0,,1297.0,0.0493446414803
2007-05-27,1024.0,51.0,,1075.0,0.0474418604651
2007-05-28,683.0,35.0,,718.0,0.0487465181058
2007-05-29,1047.0,82.0,,1129.0,0.0726306465899
2007-05-30,1272.0,82.0,,1354.0,0.0605612998523
2007-05-31,1329.0,69.0,,1398.0,0.049356223176
2007-06-01,1280.0,78.0,,1358.0,0.0574374079529
2007-06-02,1210.0,71.0,,1281.0,0.0554254488681
2007-06-03,990.0,41.0,,1031.0,0.0397672162949
2007-06-04,868.0,47.0,,915.0,0.0513661202186
2007-06-05,1225.0,93.0,,1318.0,0.0705614567527
2007-06-06,1292.0,92.0,,1384.0,0.0664739884393
2007-06-07,1336.0,82.0,,1418.0,0.0578279266573
2007-06-08,1425.0,94.0,,1519.0,0.0618828176432
2007-06-09,1157.0,60.0,,1217.0,0.0493015612161
2007-06-10,1185.0,53.0,,1238.0,0.0428109854604
2007-06-11,748.0,53.0,,801.0,0.0661672908864
2007-06-12,936.0,68.0,,1004.0,0.0677290836653
2007-06-13,1198.0,69.0,,1267.0,0.0544593528019
2007-06-14,1253.0,84.0,,1337.0,0.0628272251309
2007-06-15,1332.0,70.0,,1402.0,0.0499286733238
2007-06-16,1233.0,74.0,,1307.0,0.0566182096404
2007-06-17,972.0,39.0,,1011.0,0.0385756676558
2007-06-18,881.0,60.0,,941.0,0.0637619553666
2007-06-19,1010.0,76.0,,1086.0,0.0699815837937
2007-06-20,1143.0,74.0,,1217.0,0.0608052588332
2007-06-21,1226.0,82.0,,1308.0,0.0626911314985
2007-06-22,1230.0,72.0,,1302.0,0.0552995391705
2007-06-23,1171.0,73.0,,1244.0,0.0586816720257
2007-06-24,933.0,54.0,,987.0,0.0547112462006
2007-06-25,729.0,52.0,,781.0,0.0665813060179
2007-06-26,936.0,56.0,,992.0,0.0564516129032
2007-06-27,971.0,50.0,,1021.0,0.048971596474
2007-06-28,1001.0,61.0,,1062.0,0.0574387947269
2007-06-29,1266.0,53.0,,1319.0,0.0401819560273
2007-06-30,1174.0,50.0,,1224.0,0.0408496732026
2007-07-01,1002.0,50.0,,1052.0,0.0475285171103
2007-07-02,678.0,55.0,,733.0,0.075034106412
2007-07-03,1132.0,84.0,,1216.0,0.0690789473684
2007-07-04,931.0,73.0,,1004.0,0.0727091633466
2007-07-05,1129.0,62.0,,1191.0,0.0520570948783
2007-07-06,1098.0,88.0,,1186.0,0.0741989881956
2007-07-07,1269.0,62.0,,1331.0,0.0465815176559
2007-07-08,861.0,41.0,,902.0,0.0454545454545
2007-07-09,736.0,37.0,,773.0,0.0478654592497
2007-07-10,1094.0,102.0,,1196.0,0.0852842809365
2007-07-11,1228.0,105.0,,1333.0,0.0787696924231
2007-07-12,1300.0,101.0,,1401.0,0.0720913633119
2007-07-13,1299.0,67.0,,1366.0,0.0490483162518
2007-07-14,1212.0,69.0,,1281.0,0.0538641686183
2007-07-15,914.0,33.0,,947.0,0.0348468848997
2007-07-16,720.0,45.0,,765.0,0.0588235294118
2007-07-17,1089.0,73.0,,1162.0,0.0628227194492
2007-07-18,1013.0,59.0,,1072.0,0.0550373134328
2007-07-19,881.0,56.0,,937.0,0.059765208111
2007-07-20,1233.0,87.0,,1320.0,0.0659090909091
2007-07-21,1170.0,66.0,,1236.0,0.0533980582524
2007-07-22,796.0,42.0,,838.0,0.0501193317422
2007-07-23,728.0,50.0,,778.0,0.0642673521851
2007-07-24,1195.0,81.0,,1276.0,0.0634796238245
2007-07-25,1303.0,87.0,,1390.0,0.0625899280576
2007-07-26,1122.0,93.0,,1215.0,0.0765432098765
2007-07-27,1316.0,78.0,,1394.0,0.0559540889527
2007-07-28,1159.0,55.0,,1214.0,0.0453047775947
2007-07-29,990.0,30.0,,1020.0,0.0294117647059
2007-07-30,804.0,65.0,,869.0,0.0747986191024
2007-07-31,971.0,70.0,,1041.0,0.0672430355427
2007-08-01,1135.0,108.0,,1243.0,0.0868865647627
2007-08-02,1211.0,59.0,,1270.0,0.0464566929134
2007-08-03,1176.0,70.0,,1246.0,0.0561797752809
2007-08-04,1230.0,39.0,,1269.0,0.0307328605201
2007-08-05,1030.0,49.0,,1079.0,0.0454124189064
2007-08-06,804.0,51.0,,855.0,0.059649122807
2007-08-07,1109.0,87.0,,1196.0,0.0727424749164
2007-08-08,1044.0,81.0,,1125.0,0.072
2007-08-09,1138.0,95.0,,1233.0,0.0770478507705
2007-08-10,1318.0,97.0,,1415.0,0.0685512367491
2007-08-11,1117.0,67.0,,1184.0,0.0565878378378
2007-08-12,1021.0,52.0,,1073.0,0.0484622553588
2007-08-13,818.0,53.0,,871.0,0.060849598163
2007-08-14,1319.0,91.0,,1410.0,0.0645390070922
2007-08-15,1281.0,106.0,,1387.0,0.0764239365537
2007-08-16,1355.0,77.0,,1432.0,0.0537709497207
2007-08-17,1313.0,91.0,,1404.0,0.0648148148148
2007-08-18,1177.0,74.0,,1251.0,0.0591526778577
2007-08-19,924.0,52.0,,976.0,0.0532786885246
2007-08-20,936.0,51.0,,987.0,0.0516717325228
2007-08-21,1112.0,70.0,,1182.0,0.0592216582064
2007-08-22,1280.0,85.0,,1365.0,0.0622710622711
2007-08-23,1225.0,79.0,,1304.0,0.0605828220859
2007-08-24,1244.0,90.0,,1334.0,0.0674662668666
2007-08-25,1133.0,64.0,,1197.0,0.0534670008354
2007-08-26,1033.0,61.0,,1094.0,0.0557586837294
2007-08-27,953.0,53.0,,1006.0,0.0526838966203
2007-08-28,1104.0,70.0,,1174.0,0.0596252129472
2007-08-29,1186.0,75.0,,1261.0,0.0594766058684
2007-08-30,1229.0,76.0,,1305.0,0.0582375478927
2007-08-31,1197.0,83.0,,1280.0,0.06484375
2007-09-01,1209.0,59.0,,1268.0,0.0465299684543
2007-09-02,907.0,47.0,,954.0,0.0492662473795
2007-09-03,655.0,42.0,,697.0,0.0602582496413
2007-09-04,1143.0,76.0,,1219.0,0.0623461853979
2007-09-05,1253.0,86.0,,1339.0,0.0642270351008
2007-09-06,1190.0,73.0,,1263.0,0.0577988915281
2007-09-07,1184.0,95.0,,1279.0,0.0742767787334
2007-09-08,1160.0,74.0,,1234.0,0.0599675850891
2007-09-09,915.0,80.0,,995.0,0.0804020100503
2007-09-10,872.0,66.0,,938.0,0.0703624733475
2007-09-11,1255.0,71.0,,1326.0,0.053544494721
2007-09-12,1333.0,116.0,,1449.0,0.08005521049
2007-09-13,1422.0,119.0,,1541.0,0.0772225827385
2007-09-14,1689.0,99.0,,1788.0,0.0553691275168
